Course Number,Course Name,Days,Time,Start/End Date,Location,County,Course Type,Course Description,Status of Section,Book Link
GRC  103  01,Digital Page Layout I,Wed,6:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 103 Digital Page Layout I 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course will introduce students to Adobe InDesign and typographic principles as they apply to digital page layout. Students will learn to design, layout, impose and print various documents, including business cards, and a collaborative project such as the Maine Themed Game note pad.  Students will learn about leading, kerning, tracking, typing on paths, in-lline graphics, step-and-repeat and much more, while creating projects in a hands-on environment.  Assignments will consist of a mix of in class activities and independent, outside of class, assignments and projects.",OPEN,Link
GRC  103  02,Digital Page Layout I,Thur,6:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 103 Digital Page Layout I 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course will introduce students to Adobe InDesign and typographic principles as they apply to digital page layout. Students will learn to design, layout, impose and print various documents, including business cards, and a collaborative project such as the Maine Themed Game note pad.  Students will learn about leading, kerning, tracking, typing on paths, in-lline graphics, step-and-repeat and much more, while creating projects in a hands-on environment.  Assignments will consist of a mix of in class activities and independent, outside of class, assignments and projects.",OPEN,Link
GRC  107  01,Digital Systems & Equip I,Mon,6:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 107 Digital Systems & Equipment I 3 Credits (3 Lecture, 0 Lab, 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) * 15 Wks. This course will introduce students to the Macintosh Operating System, several apps  and operations of peripheral equipment such as flatbed scanners, laser printers, copiers, wide-format printers and vinyl cutters. Basic maintenance techniques for some peripherals and replenishment of supplies will also be introduced. Students will learn proper file management techniques using SharePoint. Students will also learn about Safety Data Sheets and safe work practices while working with the digital paper cutter and folding and padding equipment. Other topics include creating digital portfolios, forms, and interactive documents with Adobe Acrobat Pro.",OPEN,Link
GRC  118  01,Introduction to Digital Photography,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"***NOTE: DSLR camera supply available in the CMCC BN Bookstore. Email Instructor with questions about your camera model and the necessary capabilities for the course: trousseau@mainecc.edu GRC 118 Introduction to Digital Photography 3 Credits (3 Lecture, 0 Lab, 0 Shop) 3 Hrs/Wk (3 Hr. Lecture) * 15 Wks. This introductory course will guide students in the operation of digital cameras. Students will learn to correct exposure within the camera, apply various camera modes to achieve desired results, and to save digital images for printing and web. Other topics will include setting up a photo-shoot and color correcting photos. Students must have access to a digital camera that allows editing of the settings to the camera's Aperture, Shutter Speed, ISO, Exposure Value, and Manual mode, and takes and saves photos in RAW format.",OPEN,Link
GRC  119  01,Web Media I,Thur,2:00 PM - 4:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 119 Web Media 3 Credits (3 Lecture, 0 Lab, 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) * 15 weeks This course introduces the students to the process of planning, defining and developing an interactive Web site. Adobe Dreamweaver, a program for Web application and development, will be the primary software used to create the Web sites. Adobe In-Design, Photoshop and Illustrator will also be used in the creation of web site elements.",OPEN,Link
GRC  153  01,Intro to Screen Printing,Tue Thur,6:00 PM - 8:55 PM,09/02/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"GRC 153 Intro to Screen Printing 3 credits (3 lecture 0 lab 0 shop) 3 Hrs/Wk (3 Hr. Lecture 0 Hrs. Lab) *15 wks In this hands-on, fast paced environment, students will learn to screen print single and multi-color designs.  Students will use their own designs in the production of T-shirts, while learning to output positives, prep, coat and image screens, and print garments utilizing state of the art screen printing equipment.",OPEN,Link
GRC  153  01,Intro to Screen Printing,Tue Thur,6:00 PM - 8:55 PM,09/02/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"GRC 153 Intro to Screen Printing 3 credits (3 lecture 0 lab 0 shop) 3 Hrs/Wk (3 Hr. Lecture 0 Hrs. Lab) *15 wks In this hands-on, fast paced environment, students will learn to screen print single and multi-color designs.  Students will use their own designs in the production of T-shirts, while learning to output positives, prep, coat and image screens, and print garments utilizing state of the art screen printing equipment.",OPEN,Link
GRC  176  01,Photoshop I,Wed,8:00 AM - 10:55 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 176 Photoshop I 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is an introduction to Adobe Photoshop Creative Cloud presented in a project-based format. Students will utilize selection tools, layers, retouching tools, colorization techniques and Content- aware in the correction and manipulation of photographs.",OPEN,Link
GRC  176  02,Photoshop I,Wed,11:00 AM - 1:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 176 Photoshop I 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is an introduction to Adobe Photoshop Creative Cloud presented in a project-based format. Students will utilize selection tools, layers, retouching tools, colorization techniques and Content- aware in the correction and manipulation of photographs.",OPEN,Link
GRC  204  01,Vector Illustration II,Thur,11:00 AM - 1:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 204 Vector Illustration II 3 Credits (3 Lecture) 3Hrs/Wk (3 Hrs. Lecture ) *15 wks In this advanced course, students will enhance their skills using Adobe Illustrator to create vector graphics.  Students will apply the principles of typography, color theory and digital illustration to the solution of advanced design problems, including identity design.  In class critiques, discussion and analysis of work submitted will lead to sound design practices.  Students will be expected to complete assignments in a hands-on, lab environment and in independent, outside of class, assignments.  Prerequisite: GRC 106.",OPEN,Link
GRC  220  01,Web Media II,Wed,2:00 PM - 4:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 220 Web Media II 3 Credits (3 Lecture, 0 Lab, 0 Shop) 3 Hrs/Wk (3Hrs. Lecture) * 15 Weeks Students will enhance their web design skills by creating web sites with various web development applications. Students will be introduced to animation including creating, editing, and importing characters from other design platforms and preparing media for encoding and files for social media and web display.  Students will be exposed to advertising and branding and will publish a portfolio web page. Prerequisite: GRC 119.",OPEN,Link
GRC  252  01,Advanced Screen Printing,Tue Thur,6:00 PM - 8:55 PM,10/27/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 252 Advanced Screen Printing 3 Credits (3 Lecture, 0 Lab, 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) * 15 Weeks Elective In this advanced course students will learn to print full color photographs using traditional CMYK methods, simulated process and digital imaging techniques. Students will retension Newman Roller frames, create and print underbases and experience specialty inks such as discharge ink. Students will gain extensive experience in creating and printing halftone images in this course. Prerequisite:  GRC 153",OPEN,Link
GRC  252  01,Advanced Screen Printing,Tue Thur,6:00 PM - 8:55 PM,10/27/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 252 Advanced Screen Printing 3 Credits (3 Lecture, 0 Lab, 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) * 15 Weeks Elective In this advanced course students will learn to print full color photographs using traditional CMYK methods, simulated process and digital imaging techniques. Students will retension Newman Roller frames, create and print underbases and experience specialty inks such as discharge ink. Students will gain extensive experience in creating and printing halftone images in this course. Prerequisite:  GRC 153",OPEN,Link
GRC  296  01,ST: Art of Game Design,Fri,8:00 AM - 10:55 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 296 Special Topics in Graphic Communications: Art of Game Design 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks COURSE DESCRIPTION: In this course students will learn about the process of designing art for analog and digital games. Producing art is an intense examination of detail and presentation. Students will design 20 analog/digital characters, develop storyboard art, draft world building assets and generate game cartography. Course includes basic overviews of software use including Adobe Photoshop, DAZ Studio, and Midjourney.",OPEN,Link
GRC  296  02,ST: Aspects of Game Design,Fri,11:00 AM - 1:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 296 Special Topics in Graphic Communications: Aspects of Game Design 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks Course Description: This course introduces various aspects of game design to students planning to work as part of management, production, and/or design teams. Various platforms, genres, objectives, rule dynamics, and quality will be explored. Emphasis will be placed on the elements of production, including conception, interface, storyboarding, character development, level of design, and soundtrack.",OPEN,Link
GRC  297  01,GRC Internship Experience,,-,09/02/2025 - 12/19/2025,n/a,Off Campus,Classroom,"GRC 297 GRC Internship Experience 3 Credits (0 Lecture, 0 Lab, 0 Shop, 3 Field Experience) 160 Hours in field  *15 wks Elective This course provides further skill development and refinement through work experience in the graphic arts industry. The student must complete a 15-week block of successful employment at an approved work site within the industry. Students are required to submit weekly work reports, two evaluations from their supervisor and a portfolio or other professional summary documentation of skills learned and applied during the internship experience. Prerequisites: GRC 102, 103, 106, 107, 119, 176. Instructor approval prior to registration.",OPEN,Link
GRC  298  01,GRC Production Experience,Tue,11:00 AM - 3:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 298 GRC Production Experience – 3 credits (1 lecture/2  lab) 5 Hours/Wk (1 Hr. lecture/4 Hrs. lab, 0 Hrs. Shop) * 15 weeks Requirement for  AAS degree Description: This course is designed to provide print, web and multi-media production experiences that apply the knowledge and skills gained from previous GRC class work. Prerequisites: GRC 102, 103, 106, 107, 119, 176",OPEN,Link
GRC  298  01,GRC Production Experience,Tue,11:00 AM - 3:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"GRC 298 GRC Production Experience – 3 credits (1 lecture/2  lab) 5 Hours/Wk (1 Hr. lecture/4 Hrs. lab, 0 Hrs. Shop) * 15 weeks Requirement for  AAS degree Description: This course is designed to provide print, web and multi-media production experiences that apply the knowledge and skills gained from previous GRC class work. Prerequisites: GRC 102, 103, 106, 107, 119, 176",OPEN,Link
HES  100  01,Health Sciences Seminar,Wed,9:30 AM - 10:25 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"HES 100 Health Sciences Seminar 1 Credit (1 Lecture 0 Lab 0 Shop) 1 Hr/Wk (1 Hr. Lecture) *15 wks This course explores the variety of careers available in the field of health sciences. Topics include the required education to be a successful professional in health science related occupations as well as the skills to succeed in college, career and life.",OPEN,Link
HIS  132  01,United States History since 1877,Thur,11:00 AM - 12:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"HIS 132 US History Since 1877 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks The political, economic, social and historical trends of the United States will be discussed. The time period beginning with 1877 to the present will be covered with particular focus on critical analysis of historical events in this time frame. Such events can include: The Glided Age, Westward Expansion, Anger and Reform: Populism and Progressivism, World War I, the “Roaring Twenties"", the Great Depression and the New Deal, World War II, the Cold War, the Civil Rights Movement, the Social and Political Activism of the Sixties and the resurgence of conservatism.",OPEN,Link
HIS  132  01,United States History since 1877,,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"HIS 132 US History Since 1877 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks The political, economic, social and historical trends of the United States will be discussed. The time period beginning with 1877 to the present will be covered with particular focus on critical analysis of historical events in this time frame. Such events can include: The Glided Age, Westward Expansion, Anger and Reform: Populism and Progressivism, World War I, the “Roaring Twenties"", the Great Depression and the New Deal, World War II, the Cold War, the Civil Rights Movement, the Social and Political Activism of the Sixties and the resurgence of conservatism.",OPEN,Link
HIS  151  01,Western Civilization I,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"HIS 151 Western Civilization I 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course introduces the student to the heritage of Western society from ancient to earlymodern times. Particular attention is given to the ancient civilizations of Egypt, Greece and Rome. Medieval civilization is explored with a focus on the institutions it bequeathed to the modern world. The Renaissance and Reformation and the rise of the great nation-states are studied. Throughout the course important individuals are considered such as Alexander the Great, Caesar, Charlemagne, Michelangelo, and Elizabeth I.",OPEN,Link
HIS  201  01,Maine History,Thur,12:30 PM - 1:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"HIS 201 Maine History 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course will explore the social, political, and economic development of Maine from the time of settlement to the present. Discussion of early European and Native American influences on the political, social, and economic activities will provide a framework for discussion of contemporary fishing, hunting, lumbering, and tourist industries.",OPEN,Link
HIS  201  01,Maine History,,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"HIS 201 Maine History 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course will explore the social, political, and economic development of Maine from the time of settlement to the present. Discussion of early European and Native American influences on the political, social, and economic activities will provide a framework for discussion of contemporary fishing, hunting, lumbering, and tourist industries.",OPEN,Link
HUS  100  01,Human Services Seminar,,-,09/02/2025 - 10/24/2025,Online,Online,Online,"HUS 100 Human Services Seminar 1 Credit (1 Lecture 0 Lab 0 Shop) 1 Hr/Wk (1 Hr. Lecture) *15 wks This seminar is an introduction to counseling and human services inquiry. Each seminar will focus on a specific related topic, and students will use exploration of that topic to fully engage in practices and study of human services, set goals in preparation for practicum, employment and further study.",OPEN,Link
HUS  100  02,Human Services Seminar,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 100 Human Services Seminar 1 Credit (1 Lecture 0 Lab 0 Shop) 1 Hr/Wk (1 Hr. Lecture) *15 wks This seminar is an introduction to counseling and human services inquiry. Each seminar will focus on a specific related topic, and students will use exploration of that topic to fully engage in practices and study of human services, set goals in preparation for practicum, employment and further study.",OPEN,Link
HUS  100  03,Human Services Seminar,Wed,9:30 AM - 10:55 AM,09/02/2025 - 10/24/2025,Auburn Campus,Androscoggin,Hybrid,"HUS 100 Human Services Seminar 1 Credit (1 Lecture 0 Lab 0 Shop) 1 Hr/Wk (1 Hr. Lecture) *15 wks This seminar is an introduction to counseling and human services inquiry. Each seminar will focus on a specific related topic, and students will use exploration of that topic to fully engage in practices and study of human services, set goals in preparation for practicum, employment and further study.",OPEN,Link
HUS  100  03,Human Services Seminar,,-,09/02/2025 - 10/24/2025,Online,Online,Hybrid,"HUS 100 Human Services Seminar 1 Credit (1 Lecture 0 Lab 0 Shop) 1 Hr/Wk (1 Hr. Lecture) *15 wks This seminar is an introduction to counseling and human services inquiry. Each seminar will focus on a specific related topic, and students will use exploration of that topic to fully engage in practices and study of human services, set goals in preparation for practicum, employment and further study.",OPEN,Link
HUS  100  04,Human Services Seminar,Wed,9:30 AM - 10:55 AM,10/27/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"HUS 100 Human Services Seminar 1 Credit (1 Lecture 0 Lab 0 Shop) 1 Hr/Wk (1 Hr. Lecture) *15 wks This seminar is an introduction to counseling and human services inquiry. Each seminar will focus on a specific related topic, and students will use exploration of that topic to fully engage in practices and study of human services, set goals in preparation for practicum, employment and further study.",OPEN,Link
HUS  100  04,Human Services Seminar,,-,10/27/2025 - 12/19/2025,Online,Online,Hybrid,"HUS 100 Human Services Seminar 1 Credit (1 Lecture 0 Lab 0 Shop) 1 Hr/Wk (1 Hr. Lecture) *15 wks This seminar is an introduction to counseling and human services inquiry. Each seminar will focus on a specific related topic, and students will use exploration of that topic to fully engage in practices and study of human services, set goals in preparation for practicum, employment and further study.",OPEN,Link
HUS  112  01,Introduction to Human Services,Mon,9:30 AM - 10:55 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"HUS 112 Introduction to Community Mental Health 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course provides a historical frame work for understanding the current role of human services in meeting a variety of human needs in society. An emphasis is placed on the work of social service agencies and the roles of human services workers. The nature of helping relationships including attitudes, skills and knowledge required, value conflicts and dilemmas in the field will be explored. The organization and delivery of services offered to individuals, families and the community will be discussed. Care of specifi c populations such as children, the aging, and those with substance abuse, mental illness, and developmental disabilities in a multicultural society will be highlighted. This course will also explore the different methods, careers, and job opportunities in the various helping professions, and the goals of the human service program in particular.",OPEN,Link
HUS  112  01,Introduction to Human Services,,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"HUS 112 Introduction to Community Mental Health 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course provides a historical frame work for understanding the current role of human services in meeting a variety of human needs in society. An emphasis is placed on the work of social service agencies and the roles of human services workers. The nature of helping relationships including attitudes, skills and knowledge required, value conflicts and dilemmas in the field will be explored. The organization and delivery of services offered to individuals, families and the community will be discussed. Care of specifi c populations such as children, the aging, and those with substance abuse, mental illness, and developmental disabilities in a multicultural society will be highlighted. This course will also explore the different methods, careers, and job opportunities in the various helping professions, and the goals of the human service program in particular.",OPEN,Link
HUS  112  02,Introduction to Human Services,,-,09/02/2025 - 10/24/2025,Online,Online,Online,"HUS 112 Introduction to Community Mental Health 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course provides a historical frame work for understanding the current role of human services in meeting a variety of human needs in society. An emphasis is placed on the work of social service agencies and the roles of human services workers. The nature of helping relationships including attitudes, skills and knowledge required, value conflicts and dilemmas in the field will be explored. The organization and delivery of services offered to individuals, families and the community will be discussed. Care of specifi c populations such as children, the aging, and those with substance abuse, mental illness, and developmental disabilities in a multicultural society will be highlighted. This course will also explore the different methods, careers, and job opportunities in the various helping professions, and the goals of the human service program in particular.",OPEN,Link
HUS  112  03,Introduction to Human Services,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 112 Introduction to Community Mental Health 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course provides a historical frame work for understanding the current role of human services in meeting a variety of human needs in society. An emphasis is placed on the work of social service agencies and the roles of human services workers. The nature of helping relationships including attitudes, skills and knowledge required, value conflicts and dilemmas in the field will be explored. The organization and delivery of services offered to individuals, families and the community will be discussed. Care of specifi c populations such as children, the aging, and those with substance abuse, mental illness, and developmental disabilities in a multicultural society will be highlighted. This course will also explore the different methods, careers, and job opportunities in the various helping professions, and the goals of the human service program in particular.",OPEN,Link
HUS  151  01,Interviewing and Counseling,Mon,11:00 AM - 12:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"HUS 151 Interviewing & Counseling 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks The purpose of this course will be to present an overview of the major contemporary counseling theories and various techniques of interviewing, kinds of interviewing, and issues relevant to interviewing, such as confidentiality, case recording and nonverbal communication. Students will be actively involved in the integration of theoretical concepts and practical skills. The course will include practical exercises in the various techniques and methods specifically used in the human services field. Prerequisites: Completion of HUS 112 and PSY 101, with a grade of C or better.",OPEN,Link
HUS  151  01,Interviewing and Counseling,,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"HUS 151 Interviewing & Counseling 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks The purpose of this course will be to present an overview of the major contemporary counseling theories and various techniques of interviewing, kinds of interviewing, and issues relevant to interviewing, such as confidentiality, case recording and nonverbal communication. Students will be actively involved in the integration of theoretical concepts and practical skills. The course will include practical exercises in the various techniques and methods specifically used in the human services field. Prerequisites: Completion of HUS 112 and PSY 101, with a grade of C or better.",OPEN,Link
HUS  151  02,Interviewing and Counseling,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"HUS 151 Interviewing & Counseling 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks The purpose of this course will be to present an overview of the major contemporary counseling theories and various techniques of interviewing, kinds of interviewing, and issues relevant to interviewing, such as confidentiality, case recording and nonverbal communication. Students will be actively involved in the integration of theoretical concepts and practical skills. The course will include practical exercises in the various techniques and methods specifically used in the human services field. Prerequisites: Completion of HUS 112 and PSY 101, with a grade of C or better.",OPEN,Link
HUS  151  03,Interviewing and Counseling,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"HUS 151 Interviewing & Counseling 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks The purpose of this course will be to present an overview of the major contemporary counseling theories and various techniques of interviewing, kinds of interviewing, and issues relevant to interviewing, such as confidentiality, case recording and nonverbal communication. Students will be actively involved in the integration of theoretical concepts and practical skills. The course will include practical exercises in the various techniques and methods specifically used in the human services field. Prerequisites: Completion of HUS 112 and PSY 101, with a grade of C or better.",OPEN,Link
HUS  152  01,Foundations of Addiction,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 152 Foundations of Addiction 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course explores models and theories of addictive behavior, as well as strategies and techniques used by professionals working with clients with addiction.  Addictive behaviors will be discussed as part of a continuum of mental and emotional disorders.  Topics include history of addiction counseling, cross-cultural perspectives and family systems, the assessment of clients’ strengths, substance, and process addictions.",OPEN,Link
HUS  153  01,Substance Use Disorders,,-,09/02/2025 - 10/24/2025,Online,Online,Online,"HUS 153 Substance Use Disorders 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course investigates drug use, misuse and the cycle of addiction. Psychological, social, legal, spiritual, and philosophical reasons for drug use and misuse as well as the common characteristics of users are explored. Topics include societal influences; the drugs themselves; licit, illicit drugs (street drugs), medications, and their use and effects on mind, body and emotions. This course also examines the theories of addiction, rehabilitation and relapse prevention, current treatment trends, drug wars, education as prevention and the limitations of drug education.",OPEN,Link
HUS  153  02,Substance Use Disorders,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 153 Substance Use Disorders 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course investigates drug use, misuse and the cycle of addiction. Psychological, social, legal, spiritual, and philosophical reasons for drug use and misuse as well as the common characteristics of users are explored. Topics include societal influences; the drugs themselves; licit, illicit drugs (street drugs), medications, and their use and effects on mind, body and emotions. This course also examines the theories of addiction, rehabilitation and relapse prevention, current treatment trends, drug wars, education as prevention and the limitations of drug education.",OPEN,Link
HUS  153  03,Substance Use Disorders,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 153 Substance Use Disorders 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course investigates drug use, misuse and the cycle of addiction. Psychological, social, legal, spiritual, and philosophical reasons for drug use and misuse as well as the common characteristics of users are explored. Topics include societal influences; the drugs themselves; licit, illicit drugs (street drugs), medications, and their use and effects on mind, body and emotions. This course also examines the theories of addiction, rehabilitation and relapse prevention, current treatment trends, drug wars, education as prevention and the limitations of drug education.",OPEN,Link
HUS  155  01,Case Management,Wed,11:00 AM - 12:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"HUS 155 Case Management 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course explores the theory, principles, and methods of casework in various social agency settings with attention focused on identifying and assessing situational problems using social and social psychological variables. Skill development will emphasize basic methods of case load management, coordinating various components to community social services, and insuring continuity of services to clients. Topics covered include: information gathering, recordkeeping, monitoring treatment plan implementation, referral to other service providers, and the appropriate utilization of a caseworker’s time. The case management policies of various community agencies will be examined. Prerequisite: HUS 112 with a grade of C or better.",OPEN,Link
HUS  155  01,Case Management,,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"HUS 155 Case Management 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course explores the theory, principles, and methods of casework in various social agency settings with attention focused on identifying and assessing situational problems using social and social psychological variables. Skill development will emphasize basic methods of case load management, coordinating various components to community social services, and insuring continuity of services to clients. Topics covered include: information gathering, recordkeeping, monitoring treatment plan implementation, referral to other service providers, and the appropriate utilization of a caseworker’s time. The case management policies of various community agencies will be examined. Prerequisite: HUS 112 with a grade of C or better.",OPEN,Link
HUS  155  02,Case Management,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 155 Case Management 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course explores the theory, principles, and methods of casework in various social agency settings with attention focused on identifying and assessing situational problems using social and social psychological variables. Skill development will emphasize basic methods of case load management, coordinating various components to community social services, and insuring continuity of services to clients. Topics covered include: information gathering, recordkeeping, monitoring treatment plan implementation, referral to other service providers, and the appropriate utilization of a caseworker’s time. The case management policies of various community agencies will be examined. Prerequisite: HUS 112 with a grade of C or better.",OPEN,Link
HUS  155  03,Case Management,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 155 Case Management 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course explores the theory, principles, and methods of casework in various social agency settings with attention focused on identifying and assessing situational problems using social and social psychological variables. Skill development will emphasize basic methods of case load management, coordinating various components to community social services, and insuring continuity of services to clients. Topics covered include: information gathering, recordkeeping, monitoring treatment plan implementation, referral to other service providers, and the appropriate utilization of a caseworker’s time. The case management policies of various community agencies will be examined. Prerequisite: HUS 112 with a grade of C or better.",OPEN,Link
HUS  198  01,"Myth, Madness, and Mental Illness",,-,09/02/2025 - 10/24/2025,Online,Online,Online,"HUS 198 Myth, Madness, and Mental Illness 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) * 15 wks This course explores the history, trends, societal beliefs and biases that have influenced the treatment of those diagnosed as having a mental illness. From the 1880’s Blackwell Island Insane Asylum in New York to the 1988 Prozac Revolution, students will examine institutions, approaches to mental health services, Big Pharma, and how these have shaped contemporary attitudes of mental illness and service delivery in the United States.",OPEN,Link
HUS  201  01,Multicultural Persp in Human Serv,,-,09/02/2025 - 10/24/2025,Online,Online,Online,"HUS 201 Multicultural Perspectives in Human Services 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course will examine the various perspectives of multiculturalism within the human services environment and the effects on the delivery of services. Topics will include culture, ethnicity, gender, social class, age, ability and their influence on the delivery of services to diverse populations. Students will examine their own attitudes and beliefs as these relate to their development as human service professionals.",OPEN,Link
HUS  201  02,Multicultural Persp in Human Serv,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 201 Multicultural Perspectives in Human Services 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course will examine the various perspectives of multiculturalism within the human services environment and the effects on the delivery of services. Topics will include culture, ethnicity, gender, social class, age, ability and their influence on the delivery of services to diverse populations. Students will examine their own attitudes and beliefs as these relate to their development as human service professionals.",OPEN,Link
